epoch,lr,loss,iou,dice,val_loss,val_iou,val_dice
0.0,0.03,0.12277761568380664,0.8795834836467227,0.9331012394795701,0.15364670636651537,0.8638208758506004,0.9232106871491876
1.0,0.03,0.12218136930918698,0.8798398139178113,0.9332149319786591,0.14747110450076853,0.8669193494358945,0.9251557429081262
2.0,0.03,0.12148406460705526,0.8798035151472635,0.9331526451438051,0.14430358980239777,0.870380117102168,0.9269216757324922
3.0,0.03,0.12178699616593794,0.8805187447327343,0.9335194002658572,0.14671565502035572,0.8712020691703557,0.9274814638424098
4.0,0.03,0.12116847975158143,0.8806781296120065,0.9337339486588841,0.1466185089363132,0.8714402555713917,0.9274942843593166
5.0,0.03,0.12055728116873364,0.8805725594835088,0.9336193576239352,0.14577030230170826,0.8718967179596553,0.927971030209297
6.0,0.03,0.12083520425326334,0.8807188564924278,0.9336899050473522,0.14834664565273603,0.8696726958771579,0.9266705975387887
7.0,0.03,0.1204450264147856,0.8812792407298182,0.9340048090324499,0.1453697018974917,0.8712601599484789,0.9275470891265569
8.0,0.03,0.12009110182946016,0.8810288140654768,0.9338660873544441,0.14239006173825247,0.871925403936265,0.9277721638054582
9.0,0.03,0.11866581040163965,0.8827029617819304,0.93497832833717,0.14481063874209574,0.8708885882804235,0.9273911777523048
10.0,0.03,0.11851802892249123,0.8832214877406399,0.9353199117648482,0.13946691682879644,0.8734315640562125,0.928740026926023
11.0,0.03,0.11839032367948225,0.8831677200951098,0.9352454677677203,0.14128711395152652,0.8726509180211475,0.9286134634922569
12.0,0.03,0.11782586524389267,0.8822510957011369,0.9346268602654971,0.1431929470171544,0.8731270972686933,0.9287729934389269
13.0,0.03,0.1183537099878826,0.8839283440605582,0.9357991334305386,0.14176405189876276,0.8745981261357095,0.9292297317259712
14.0,0.03,0.11800760574368638,0.8836699577603601,0.9355468075241661,0.14463374230621906,0.8693048976783924,0.926218376889373
15.0,0.03,0.11691391341841521,0.8838849532947083,0.9355133709268713,0.14648447937702408,0.8746283158353887,0.9289330776477517
16.0,0.03,0.11678442736187661,0.8844812139938518,0.9359416481165036,0.14468510736965992,0.8724154583596212,0.9282034192834895
17.0,0.03,0.11743145486324423,0.882907260454861,0.9349573985334703,0.14013343429244574,0.8744689187473742,0.929354950790176
18.0,0.03,0.11585636999018067,0.8842307345932827,0.9359051018761372,0.1437911925790647,0.872904793001508,0.9283415437983648
19.0,0.03,0.11563590282424428,0.8848843858186018,0.9361993085139302,0.14492365122136697,0.8729910484779982,0.9289037759598674
20.0,0.03,0.1166803694108307,0.8847257404949962,0.9361377684888652,0.1418136166543989,0.8738579065728636,0.9290302252107727
21.0,0.03,0.11495140786391612,0.8852191162689044,0.9363980542719759,0.14140566152863726,0.8767789422240722,0.9309016974817798
22.0,0.03,0.11406056795806709,0.8860834794435756,0.9369531519917643,0.14051886663982543,0.8732474975003292,0.9288751884104988
23.0,0.03,0.11557191654669177,0.8849401740733113,0.9361774950787736,0.14414188110145348,0.8718689833270011,0.9271673861059747
24.0,0.03,0.11437379581255014,0.8860183254321041,0.9368717516236406,0.13953153120754888,0.8747741950882936,0.9294830209829262
25.0,0.03,0.11338764319127685,0.8869468070962064,0.9374555234093525,0.14188521715419924,0.8733032172638544,0.9292779055130105
26.0,0.03,0.11386140059566054,0.8867739192175667,0.9373553174067106,0.14139313986291185,0.8769253427072299,0.9310906123608114
27.0,0.03,0.11308594472009395,0.8866150324410127,0.9371428539902933,0.1428528908625383,0.8746386698251363,0.9294685275498817
28.0,0.03,0.11327523597321586,0.8871752765072398,0.9375656093132442,0.15224328721471161,0.8654083459898235,0.9242375945091138
29.0,0.03,0.11296145882261116,0.88761244940077,0.9378483417277751,0.1460206443047744,0.8734526677288033,0.9286556411462743
30.0,0.03,0.11274835897157034,0.8873728976858508,0.9375721487098941,0.13825987993863803,0.8770469887651704,0.9309754118901394
31.0,0.03,0.11229743118745984,0.8876318230906581,0.9378037606676954,0.14465771498087218,0.8726157182560411,0.9288427619191043
32.0,0.03,0.11222408830697249,0.8874127126442561,0.9377204054081658,0.13891564089721228,0.8757301182636219,0.9301728164835956
33.0,0.03,0.11179033679067439,0.8887406397671297,0.9384923692029421,0.13821411014705542,0.8773159367288239,0.9315042757399815
34.0,0.03,0.11154569935399096,0.8878444725565566,0.9380192891848417,0.13889079517592606,0.8769310884270837,0.9311610292213296
35.0,0.03,0.11091447546280805,0.8886676506184318,0.9384349451100993,0.13667400235819532,0.8774699908201975,0.9312731317629422
36.0,0.03,0.11121020410940778,0.8889500650900215,0.9386992292423788,0.13838184779433624,0.8754345494499869,0.9301558844760331
37.0,0.03,0.1110018203762189,0.8888369062211976,0.938640101406497,0.1410645461234029,0.8772433606271698,0.9312028641227876
38.0,0.03,0.11030835065152016,0.8894046755121573,0.9388765892726175,0.15057908198851574,0.8703578155816186,0.926992551325338
39.0,0.03,0.11021384176419065,0.8895734412367824,0.9390241185375577,0.14288444207043755,0.8763442671991017,0.9300739309398562
40.0,0.03,0.10975947401224621,0.8903712775305047,0.939522346273384,0.14075056403983616,0.8776557199195463,0.9317339319569796
41.0,0.03,0.1088918260347764,0.8914567401160963,0.9401488831910573,0.13668968613447727,0.8791388141709284,0.932541677788843
42.0,0.03,0.10928192099071286,0.8891373304320564,0.9387546932959195,0.14458891523305617,0.874215932028509,0.9298456125621618
43.0,0.03,0.10921907430463752,0.8902030343466537,0.9393571487218254,0.1364332361818541,0.8793657998619062,0.9324637141332953
44.0,0.03,0.10881365168052702,0.8903156654677482,0.9394878605703185,0.14641721700828725,0.8696918124028595,0.9267794282281496
