epoch,lr,loss,iou,dice,val_loss,val_iou,val_dice
45.0,0.03,0.10935911580808003,0.8887151639426502,0.9384763289937754,0.1379824314414077,0.877772658748141,0.9315438472746418
46.0,0.03,0.10878070725111075,0.8912341921991146,0.939970763690852,0.13451342270555788,0.880533241385976,0.9327768544941675
47.0,0.03,0.1092037678154697,0.8894561733334073,0.9389597404202599,0.13671364904808242,0.8796793011081799,0.9328721250738334
48.0,0.03,0.10825704907709781,0.8905600123500119,0.939653871011504,0.13856695977628938,0.8778351627989942,0.9316409783778553
49.0,0.03,0.1080187598141475,0.8909199660100372,0.9398061359250764,0.13973500043685244,0.8747474156216001,0.9293501565155932
50.0,0.03,0.10870263421907282,0.8909751376437137,0.9398565782841432,0.14447005006682762,0.8753360363211068,0.9304755941911707
51.0,0.03,0.10781918002275534,0.8910666193684773,0.9398779210539349,0.13613268253313504,0.87970357811748,0.932660599976744
52.0,0.03,0.10841650209377446,0.890453390184225,0.9395116941166506,0.13675176975621178,0.8788062735188458,0.9321165921718628
53.0,0.03,0.10695507774942341,0.8920012272323571,0.940376615393745,0.13618118722469127,0.8801651870656031,0.9333429278171235
54.0,0.03,0.10686993967701862,0.8918434623028976,0.9403757325166265,0.13623021056425302,0.8813501478569923,0.9337015404637842
55.0,0.03,0.10771454879892248,0.8908013111467105,0.9397194989828427,0.1392010338402684,0.8780285943084608,0.9317577101210643
56.0,0.03,0.10711727310466686,0.8920607452918848,0.94049610057967,0.13647342894664294,0.8786389477046403,0.9319046573359886
57.0,0.03,0.1060633591567825,0.8923878528901048,0.9406977901522067,0.13563210963513925,0.8789327771229282,0.9323042704388557
58.0,0.03,0.10582332089956771,0.8927525585000236,0.9409580664752106,0.13466275874697547,0.8794565963569148,0.9320993250238832
59.0,0.03,0.10600866712821744,0.8935255952692973,0.9413421317034801,0.13767114573378544,0.8780067805242879,0.9318003429850698
60.0,0.03,0.10536015488235394,0.8934423712024364,0.9412162353771408,0.1349750967679085,0.8810896314797951,0.9335126936784935
61.0,0.03,0.10585088878235102,0.8926177994386755,0.9408612618414921,0.13907178004113577,0.8769953870680323,0.9305623029854269
62.0,0.03,0.10631509238999488,0.8926537126165129,0.940813552855367,0.13608558290444875,0.8800321439343782,0.9327835279734487
63.0,0.03,0.10537746550756708,0.8933307215183448,0.9411922116901186,0.13502170838553415,0.881501208411339,0.9338529467717211
64.0,0.03,0.10489736405118939,0.8933409417206729,0.941266055884477,0.1351982520354353,0.8804415473487818,0.9331511794060476
65.0,0.03,0.10603778123275313,0.8928373821221002,0.9409209504893942,0.13402214159541906,0.8810306303978218,0.9335297680581258
66.0,0.03,0.10523275070422482,0.8932324226128485,0.9411857156345461,0.14182463621418023,0.8772407147695851,0.9312711896094046
67.0,0.03,0.10472122485093474,0.894119118348407,0.9417478567047274,0.13479405071640502,0.8811611352165204,0.9338835198596788
68.0,0.03,0.10547720115326177,0.8938640366682449,0.9416111445315397,0.13748363158032004,0.8809298146042338,0.9331480593790996
69.0,0.03,0.10311511510025578,0.8953151483522885,0.9423856109138355,0.1338311587311475,0.8798958886437983,0.9330416263798358
70.0,0.03,0.10478804253257318,0.8942311275895366,0.9418131830575754,0.13628086803660605,0.8804947478016741,0.933541522814185
71.0,0.03,0.10306815471606469,0.8945168461601437,0.9418887956915487,0.13833306120460068,0.8803874975883399,0.9332195406864836
72.0,0.03,0.10367100809900488,0.8941599935312043,0.9416816081049943,0.13434739471111776,0.8825527274102838,0.9344675879222004
73.0,0.03,0.10398402228712256,0.8941141681107737,0.9416794809703574,0.1332776328167402,0.8816842371179109,0.9340181379460933
74.0,0.03,0.10349672839777885,0.8954907476872996,0.9425383044565296,0.13691465767590105,0.8820833934480092,0.9340090688042013
75.0,0.03,0.10392224927459782,0.8943184009368818,0.941714403026819,0.1317707162178177,0.8825534186136095,0.9343063724670382
76.0,0.03,0.1028879191556645,0.894520105615478,0.9419240706449039,0.13689690865379422,0.8800074432654649,0.9332856145968825
77.0,0.03,0.102630704524327,0.8943946174385252,0.9417550615857884,0.1338776828639967,0.8818912848717746,0.9340582516564735
78.0,0.03,0.10258974316277074,0.8956012378632318,0.942586254062324,0.1356277147084081,0.8819938127738398,0.9344090394257798
79.0,0.03,0.10213516899312577,0.8957574888416047,0.9426711743135452,0.13487669847009992,0.8799933085893007,0.9329893316202389
80.0,0.03,0.10305695896366558,0.8948323026520563,0.9420991790948015,0.13609915909700618,0.8792419717678264,0.9329216284912879
81.0,0.03,0.10300957199792941,0.8955691670714635,0.94260497042009,0.13201827510472885,0.8828548143798465,0.9346480316689758
82.0,0.03,0.10275976242312258,0.8951486494439395,0.9423256474218716,0.1366160174091119,0.8821579101257817,0.9342719585883016
83.0,0.03,0.10233200180373445,0.8958234038892819,0.9426431802655182,0.13297704592878626,0.8828590292052547,0.9346445803977157
84.0,0.03,0.10177792437386404,0.8959987162644509,0.9427838033000948,0.13519244216175816,0.8820517565215346,0.9339313148681837
85.0,0.03,0.10129376722398586,0.8962610189518456,0.9429416096527957,0.13363774123907957,0.8828585969423124,0.9349306246164739
86.0,0.03,0.10194232615040932,0.8960628041452781,0.9428479208190439,0.1356589966068534,0.8829482795318855,0.9341102248203533
87.0,0.03,0.10097856647244555,0.8961329394640745,0.9428426581094247,0.13546716941365555,0.8805448990354734,0.933667665505631
88.0,0.03,0.10182125222202194,0.896688936805993,0.943259327150809,0.13345964130609636,0.8823590039928264,0.9343204071268965
89.0,0.03,0.10182901281602105,0.8957211055933069,0.9426552155328695,0.13590183961924898,0.8791141403219487,0.9324493297421205
90.0,0.03,0.10094758458996618,0.8961924446090803,0.9428614412751539,0.13581383867605124,0.8824912600561435,0.9344131858142498
91.0,0.03,0.09973448747123015,0.8976311423750758,0.9437584930421867,0.1382539461825727,0.8825641903169239,0.9347700545345813
