epoch,lr,loss,iou,dice,val_loss,val_iou,val_dice
0.0,0.03,0.45748140562504375,0.524748097605749,0.6626172582912914,0.3542468174898325,0.6670114529023274,0.778929107629585
1.0,0.03,0.3339875587633192,0.6719784550184829,0.7868755408031947,0.2975942148478847,0.7158048129526922,0.8201266605841577
2.0,0.03,0.3005785550412752,0.7100199869454333,0.8166676157411883,0.35108543349875326,0.6774648512809435,0.7916506891884467
3.0,0.03,0.2804655994853766,0.732317332414306,0.8337177026239307,0.27072970449156775,0.751181648987399,0.8449598859746316
4.0,0.03,0.2698780018570484,0.7443614073266018,0.842398205320698,0.2621553248859932,0.7525758087566762,0.8476055035755773
5.0,0.03,0.25839679106683117,0.7543789251194389,0.8496518539275038,0.26834949146921755,0.7561353309757063,0.8503402203372017
6.0,0.03,0.25013656277479723,0.7634863214112569,0.8564263514037488,0.2644590584071577,0.7589821387746077,0.8515108733375654
7.0,0.03,0.24218415412527675,0.7723494807808245,0.8628443115470403,0.2534697670297626,0.7764443943514114,0.8635918772888883
8.0,0.03,0.23432148784159834,0.7784526857074947,0.8670594634462724,0.2370678541190243,0.7800297702626194,0.8672094604193856
9.0,0.03,0.22849960235810166,0.7848282765905019,0.8713688376759553,0.22809550813060928,0.7883125958998359,0.8718752789665624
10.0,0.03,0.2223341534592675,0.7916499100987322,0.8762384276393201,0.22271755043038288,0.7952019709702245,0.877636785124687
11.0,0.03,0.21659735531675003,0.7960420807552393,0.8794976859023411,0.2289539572092627,0.7912384086347974,0.8757543789278213
12.0,0.03,0.21191386493484723,0.7999362337271689,0.8818002413278692,0.21927090492419396,0.7980135445243368,0.8794670074040933
13.0,0.03,0.20827741643433834,0.8043927542762185,0.8851492064138738,0.21310080048410393,0.8066691135521312,0.8845771191567904
14.0,0.03,0.2035481351170448,0.8066643551362506,0.8865757062652452,0.2119444747021129,0.8065867894929498,0.8854711058713715
15.0,0.03,0.19965402511388855,0.8103496821091547,0.8891871961219169,0.21073979848166596,0.8072966713219293,0.8860102133583554
16.0,0.03,0.19603908214137827,0.8132437223003568,0.8908417224260234,0.21516267747139678,0.8026362221933394,0.8835981375137225
17.0,0.03,0.19260347250877063,0.8174525346851299,0.8937384815653737,0.19920091945554969,0.8165963586323732,0.892772008427592
18.0,0.03,0.19187147090941656,0.8177599428695631,0.8940657391703385,0.20335407781081283,0.8150105102418614,0.8906707921989279
19.0,0.03,0.1890739825595904,0.8196313825985602,0.8953626205996617,0.19596994330360992,0.8195685482453706,0.8935416612236097
20.0,0.03,0.18463110051579623,0.823235995966471,0.8977059122326623,0.1970335134879601,0.8218721196617012,0.8947241878937885
21.0,0.03,0.18268094794530151,0.8268138696459708,0.9001488009445596,0.20123765942206315,0.8197118911462615,0.8903902592978876
22.0,0.03,0.18131774631072334,0.8265847185870522,0.8997029139388413,0.1872964735311435,0.8279691966298698,0.8999351446321613
23.0,0.03,0.17870629537855048,0.8276165986108489,0.9004297237010221,0.19628655859410685,0.8220337651123913,0.8956876157437624
24.0,0.03,0.17661975251730005,0.8300315052524594,0.9020108374570852,0.18616125623805047,0.8272499188939653,0.8997058065446969
25.0,0.03,0.17380420894930868,0.8331839998252423,0.9042428677530737,0.18368344284505478,0.8311551736762315,0.9015587738594303
